review_id,user_id,hotel_id,review_date,score_overall,score_cleanliness,score_comfort,score_facilities,score_location,score_staff,score_value_for_money,review_text,hotel_name,city,country_x,star_rating,lat,lon,cleanliness_base,comfort_base,facilities_base,location_base,staff_base,value_for_money_base,user_gender,country_y,age_group,traveller_type,join_date
22609,618,10,2020-03-15,9.4,9.7,9.6,9.7,8.3,9.6,9.1,Send officer task fire put detail. Tax minute food during. Black many PM everybody here which.,The Maple Grove,Toronto,Canada,5,43.6532,-79.3832,9.4,9.3,9.2,8.8,9.2,8.8,Male,France,35-44,Family,2023-01-31
22610,846,24,2025-02-12,8.4,7.8,8.6,8.3,9.2,8.4,8.0,Spring couple girl possible police nice end. One military question still us weight.,The Savannah House,Lagos,Nigeria,5,6.5244,3.3792,8.7,8.6,8.5,8.9,8.6,8.4,Female,France,45-54,Business,2025-04-01
22611,762,15,2024-07-27,9.3,8.9,9.2,8.9,9.5,9.9,9.2,"Nation movement them decision item suffer support kind. Line performance tough scientist general agreement determine.
Boy when positive career car.",Table Mountain View,Cape Town,South Africa,5,-33.9249,18.4241,9.0,9.2,8.8,9.5,9.2,8.4,Male,Italy,45-54,Solo,2021-08-12
22612,232,17,2023-05-24,8.9,9.7,9.4,8.2,9.3,8.4,8.2,Voice indeed return cost. Guess too authority yourself why there. Movement develop fly live take.,Kremlin Suites,Moscow,Russia,5,55.7558,37.6173,9.1,9.3,9.0,9.0,9.1,8.6,Female,United States,25-34,Couple,2020-12-24
22613,844,13,2024-12-28,8.9,8.9,9.1,9.4,9.2,8.5,8.4,Three whether benefit oil. Military moment actually get open compare have about.,The Gateway Royale,Mumbai,India,5,19.076,72.8777,8.9,8.8,8.7,9.2,8.8,8.6,Male,China,25-34,Family,2023-10-20
22614,273,9,2022-08-15,8.9,9.0,9.3,8.8,9.1,8.6,8.3,Production relationship would them and thought. Hold cost but seem fund kid. Choice single style camera on look.,Berlin Mitte Elite,Berlin,Germany,5,52.52,13.405,9.3,9.2,9.0,9.1,9.1,8.7,Female,United Kingdom,25-34,Business,2022-11-26
22615,706,20,2024-06-13,8.7,8.1,8.5,8.8,9.5,8.9,7.9,Behind western ten note we summer amount as. Style chair trip car build perhaps particularly.,The Orchid Palace,Bangkok,Thailand,5,13.7563,100.5018,9.0,9.2,9.1,9.4,9.1,8.6,Female,Germany,45-54,Business,2021-03-30
22616,751,22,2020-12-25,8.9,8.6,8.5,8.2,9.1,9.2,9.5,"Fine fall indicate reduce look. Development attorney general sea wall forget control. Often condition tend manager.
Model stuff others history seek.",Canal House Grand,Amsterdam,Netherlands,5,52.3676,4.9041,9.4,9.1,9.0,9.6,9.2,8.9,Male,Singapore,35-44,Solo,2025-04-08
22617,178,13,2023-07-08,9.1,9.6,9.0,9.5,8.9,8.6,8.9,"Station take job hospital research.
Education here read realize.",The Gateway Royale,Mumbai,India,5,19.076,72.8777,8.9,8.8,8.7,9.2,8.8,8.6,Male,France,25-34,Family,2025-07-08
22618,574,6,2020-10-22,8.9,8.6,8.3,9.1,10.0,9.1,8.0,Look who movement food. Threat fall individual civil. Job stand hope product human charge.,Marina Bay Zenith,Singapore,Singapore,5,1.29027,103.851959,9.2,9.1,9.4,9.7,9.1,8.3,Female,United States,18-24,Business,2022-10-17
22619,1799,6,2020-05-12,9.1,8.9,9.2,8.9,9.8,9.4,8.5,Stay process sometimes week listen whether. Spend simple dinner their piece political.,Marina Bay Zenith,Singapore,Singapore,5,1.29027,103.851959,9.2,9.1,9.4,9.7,9.1,8.3,Female,New Zealand,18-24,Solo,2022-07-19
22620,912,19,2022-03-12,9.0,8.5,8.8,8.8,10.0,9.2,8.0,Green huge fly decide individual risk although. Change truth teach carry share serious them. Save however of parent night box miss.,Gaudi's Retreat,Barcelona,Spain,5,41.3851,2.1734,9.2,9.1,8.9,9.7,9.0,8.8,Female,Argentina,45-54,Business,2023-09-25
22621,370,24,2020-08-10,8.8,8.4,8.3,7.9,9.1,9.4,9.3,"Member record month until. Future we guess response.
Order decision fire pull sometimes soldier including. Which over stock tonight month describe.",The Savannah House,Lagos,Nigeria,5,6.5244,3.3792,8.7,8.6,8.5,8.9,8.6,8.4,Female,Mexico,25-34,Solo,2021-03-12
22622,1670,16,2025-07-01,8.8,9.0,8.6,9.4,9.1,9.1,7.3,State report physical clear animal sister. Wide someone thing then environment white.,Han River Oasis,Seoul,South Korea,5,37.5665,126.978,9.3,9.4,9.1,8.9,9.3,8.5,Male,India,35-44,Business,2025-04-30
22623,791,22,2020-05-11,8.8,8.3,8.3,9.1,9.7,8.8,8.2,Agency apply college may remember. Course several Democrat. Whom school ago draw affect. Could change high official because by.,Canal House Grand,Amsterdam,Netherlands,5,52.3676,4.9041,9.4,9.1,9.0,9.6,9.2,8.9,Other,Canada,25-34,Business,2023-05-29
22624,307,11,2025-08-30,8.9,8.2,8.6,9.5,10.0,8.7,7.6,Follow benefit away physical can back decide. Use here record sea.,The Bund Palace,Shanghai,China,5,31.2304,121.4737,9.1,9.0,9.2,9.6,9.0,8.9,Female,South Korea,18-24,Business,2022-06-25
22625,800,7,2023-01-13,9.2,9.1,8.9,8.8,9.6,9.7,8.9,Arrive hand look enough term. Method behavior over final would Mrs firm. Build one land free decide house. Author huge catch.,Sydney Harbour Grand,Sydney,Australia,5,-33.8651,151.2099,8.9,9.0,8.5,9.8,8.9,8.4,Male,United States,25-34,Solo,2024-09-19
22626,79,25,2021-06-13,9.0,9.3,9.1,8.5,9.3,8.8,8.8,Of range turn. Put situation imagine century. Democratic teacher however reduce. Mean first pressure former alone during area.,The Kiwi Grand,Wellington,New Zealand,5,-41.2865,174.7762,9.3,9.2,9.1,9.0,9.1,8.8,Male,United States,35-44,Couple,2020-12-16
22627,105,8,2023-07-14,9.0,9.2,8.9,8.3,9.5,9.4,8.7,Season happy wear tree. Late so record toward. Team religious seven perhaps hope happen.,Copacabana Lux,Rio de Janeiro,Brazil,5,-22.9068,-43.1729,9.0,8.7,8.6,9.5,8.8,8.6,Male,United Arab Emirates,18-24,Solo,2022-06-06
22628,863,24,2022-10-06,8.8,9.6,9.3,7.8,9.3,8.5,8.0,Phone treat material than price company interview. Quite somebody nor by each job nothing.,The Savannah House,Lagos,Nigeria,5,6.5244,3.3792,8.7,8.6,8.5,8.9,8.6,8.4,Male,China,35-44,Couple,2023-06-24
22629,1122,9,2022-06-07,9.2,9.3,9.3,8.6,9.4,9.1,9.2,"Have be green maintain food. Last response front black do task be.
Recognize probably art thank quickly send. Boy dog since little per.",Berlin Mitte Elite,Berlin,Germany,5,52.52,13.405,9.3,9.2,9.0,9.1,9.1,8.7,Female,United Kingdom,35-44,Solo,2024-08-23
22630,73,6,2022-04-24,9.3,8.7,8.9,9.2,9.6,9.8,9.2,Fire tonight where over officer interest else. Buy his magazine a field employee account.,Marina Bay Zenith,Singapore,Singapore,5,1.29027,103.851959,9.2,9.1,9.4,9.7,9.1,8.3,Female,United Kingdom,18-24,Solo,2025-03-06
22631,1809,16,2024-05-28,8.9,9.8,9.3,8.0,8.8,8.7,8.1,Information improve above of official gun. Act back western notice entire discussion put party.,Han River Oasis,Seoul,South Korea,5,37.5665,126.978,9.3,9.4,9.1,8.9,9.3,8.5,Male,United States,18-24,Couple,2022-02-01
22632,267,21,2021-09-10,8.7,8.5,8.4,8.7,9.5,8.9,8.1,Long star camera of hope he. Student cup night near lose sound. Boy above argue wear who. Pretty claim world.,The Bosphorus Inn,Istanbul,Turkey,5,41.0082,28.9784,9.1,9.0,8.8,9.3,8.9,8.5,Female,Canada,35-44,Business,2021-07-31
22633,222,11,2025-03-27,9.2,9.2,8.4,9.2,9.8,9.2,9.5,Attorney night worker early I.,The Bund Palace,Shanghai,China,5,31.2304,121.4737,9.1,9.0,9.2,9.6,9.0,8.9,Female,Canada,35-44,Solo,2023-05-22
22634,1818,13,2021-08-06,8.8,9.0,9.3,8.9,8.7,8.6,8.3,Car situation society rather. Beat son usually. Early together show nearly develop. Two recent meeting write.,The Gateway Royale,Mumbai,India,5,19.076,72.8777,8.9,8.8,8.7,9.2,8.8,8.6,Female,United Kingdom,55+,Family,2020-12-21
22635,584,17,2023-09-03,9.0,9.2,9.9,8.8,9.0,8.8,7.9,Fine decade each would. Room as big everybody leader road let.,Kremlin Suites,Moscow,Russia,5,55.7558,37.6173,9.1,9.3,9.0,9.0,9.1,8.6,Male,China,45-54,Couple,2023-04-28
22636,329,8,2020-03-03,9.0,9.6,8.4,8.9,8.6,9.2,9.0,Soon party picture feeling national power. Either serious reason drug owner rate trial.,Copacabana Lux,Rio de Janeiro,Brazil,5,-22.9068,-43.1729,9.0,8.7,8.6,9.5,8.8,8.6,Male,India,45-54,Family,2024-07-26
22637,1067,15,2023-01-09,8.9,9.0,9.1,8.2,9.2,9.2,8.7,Film treatment toward six economic head. Program entire our moment admit leader hand. House eat son strong pick necessary.,Table Mountain View,Cape Town,South Africa,5,-33.9249,18.4241,9.0,9.2,8.8,9.5,9.2,8.4,Male,Canada,25-34,Couple,2022-08-19
22638,1888,4,2024-05-02,9.0,9.8,9.0,9.1,8.0,9.6,8.4,"Hit skill lose. Watch herself eat language.
Per choose last size perform culture. Age interest development make member exactly.",Kyo-to Grand,Tokyo,Japan,5,35.6895,139.6917,9.6,9.0,9.3,8.5,9.5,8.2,Female,Netherlands,18-24,Family,2024-10-28
22639,370,13,2023-02-26,8.9,8.2,8.5,8.6,9.3,9.5,9.0,"Lay clear population push score low without. My may call.
Health culture relate boy address degree.
Plan she up night.",The Gateway Royale,Mumbai,India,5,19.076,72.8777,8.9,8.8,8.7,9.2,8.8,8.6,Female,Mexico,25-34,Solo,2021-03-12
22640,1334,11,2022-04-11,9.1,9.0,9.1,9.0,9.6,8.6,9.0,"Support beautiful face.
Black much economy. It create lawyer source. Game rise age fire must opportunity part its.",The Bund Palace,Shanghai,China,5,31.2304,121.4737,9.1,9.0,9.2,9.6,9.0,8.9,Female,Brazil,35-44,Couple,2023-01-15
22641,408,13,2025-03-01,8.8,8.9,9.3,8.5,8.8,8.3,8.7,Carry wish effect research place. Across easy something fear why.,The Gateway Royale,Mumbai,India,5,19.076,72.8777,8.9,8.8,8.7,9.2,8.8,8.6,Male,China,35-44,Couple,2025-01-01
22642,180,7,2023-08-01,8.8,8.7,8.3,8.6,9.2,9.1,8.9,Available ago spend than fact. Carry live his out.,Sydney Harbour Grand,Sydney,Australia,5,-33.8651,151.2099,8.9,9.0,8.5,9.8,8.9,8.4,Female,Germany,25-34,Solo,2025-06-11
22643,970,21,2022-10-05,8.7,8.2,8.7,8.5,9.6,9.0,7.6,Happy across husband mission plant. Paper child cup majority guy its enough series.,The Bosphorus Inn,Istanbul,Turkey,5,41.0082,28.9784,9.1,9.0,8.8,9.3,8.9,8.5,Male,Canada,35-44,Business,2024-04-16
22644,842,17,2022-04-18,9.0,9.3,9.2,8.8,9.1,8.7,8.9,Point director especially build old low meeting minute. Computer oil worker mission industry there specific. Main wall tell trip.,Kremlin Suites,Moscow,Russia,5,55.7558,37.6173,9.1,9.3,9.0,9.0,9.1,8.6,Female,France,25-34,Couple,2021-10-06
22645,939,25,2025-02-24,9.0,9.5,9.1,8.6,9.2,8.9,8.5,Big likely few military. White company usually along. Then population bar treatment imagine green.,The Kiwi Grand,Wellington,New Zealand,5,-41.2865,174.7762,9.3,9.2,9.1,9.0,9.1,8.8,Female,United Arab Emirates,35-44,Couple,2024-08-30
22646,1570,19,2020-12-13,9.2,9.3,9.9,8.6,9.2,9.2,8.5,Very protect its PM.,Gaudi's Retreat,Barcelona,Spain,5,41.3851,2.1734,9.2,9.1,8.9,9.7,9.0,8.8,Male,Netherlands,18-24,Couple,2023-07-14
22647,904,19,2021-12-17,9.0,9.9,9.3,8.1,9.2,8.6,8.3,Born month strategy year when money thought. Employee part hour society per since between.,Gaudi's Retreat,Barcelona,Spain,5,41.3851,2.1734,9.2,9.1,8.9,9.7,9.0,8.8,Male,United States,45-54,Couple,2024-05-08
22648,1769,2,2025-06-28,8.9,8.7,9.2,9.2,9.6,8.8,7.4,Project to information. Participant pattern budget mission necessary provide.,The Royal Compass,London,United Kingdom,5,51.5072,-0.1276,9.0,9.2,8.8,9.4,9.0,7.9,Male,China,35-44,Business,2025-04-21
22649,1684,4,2023-05-18,8.9,9.4,9.6,8.3,9.1,8.7,8.1,Yourself four when when. Fill safe talk another today. Book show better recognize few base.,Kyo-to Grand,Tokyo,Japan,5,35.6895,139.6917,9.6,9.0,9.3,8.5,9.5,8.2,Male,United Arab Emirates,25-34,Couple,2022-08-17
22650,24,25,2022-02-16,9.0,8.8,8.8,8.5,8.6,9.8,9.3,Direction than organization same set player attack. Ground color challenge positive thus throughout. Structure it idea suffer still.,The Kiwi Grand,Wellington,New Zealand,5,-41.2865,174.7762,9.3,9.2,9.1,9.0,9.1,8.8,Male,France,25-34,Solo,2024-04-18
22651,1025,20,2020-04-04,9.1,8.4,9.0,8.4,9.3,9.7,9.3,Along room speak government professor current. Foot finish meeting past hope.,The Orchid Palace,Bangkok,Thailand,5,13.7563,100.5018,9.0,9.2,9.1,9.4,9.1,8.6,Male,United States,25-34,Solo,2024-08-21
22652,129,13,2021-11-02,8.7,8.9,9.2,8.2,8.7,8.3,8.7,Grow when not issue former ever. Agency deep security form.,The Gateway Royale,Mumbai,India,5,19.076,72.8777,8.9,8.8,8.7,9.2,8.8,8.6,Male,Canada,35-44,Couple,2021-08-23
22653,975,25,2021-03-23,9.0,9.4,9.6,8.8,9.2,8.4,8.5,Recently fact whole beat throughout. International go speech single half parent impact. Bed anything young.,The Kiwi Grand,Wellington,New Zealand,5,-41.2865,174.7762,9.3,9.2,9.1,9.0,9.1,8.8,Other,United States,25-34,Couple,2024-03-30
22654,1683,14,2024-06-09,8.8,9.2,9.0,8.3,9.1,8.3,8.8,Message article assume whether garden even. Three at far. Perhaps how paper.,Colosseum Gardens,Rome,Italy,5,41.9028,12.4964,9.2,9.1,8.9,9.8,9.0,8.7,Female,United States,18-24,Couple,2023-04-17
22655,1874,5,2021-11-14,9.3,9.0,9.3,9.5,8.8,10.0,9.1,Law treatment chance imagine camera. Wait town management develop safe.,The Golden Oasis,Dubai,United Arab Emirates,5,25.2769,55.2962,9.3,9.5,9.6,8.9,9.4,8.5,Male,Spain,55+,Solo,2020-12-31
22656,1159,12,2025-09-29,8.9,8.8,9.2,8.5,8.9,9.2,8.7,Whom share stock let from expert. Face while send unit reveal building. Citizen while book use husband. Consumer room executive believe expect.,Aztec Heights,Mexico City,Mexico,5,19.4326,-99.1332,8.7,8.9,8.5,9.0,8.7,8.5,Female,Japan,35-44,Family,2022-11-27
22657,1678,13,2020-05-13,8.6,8.2,8.1,8.2,9.1,9.0,8.9,Eye health local maintain before author. Ball exist learn situation guess catch try.,The Gateway Royale,Mumbai,India,5,19.076,72.8777,8.9,8.8,8.7,9.2,8.8,8.6,Female,France,45-54,Solo,2024-06-14
22658,1436,13,2021-12-17,8.9,9.0,8.6,8.7,9.2,9.2,9.0,Her office institution news president. Cause education increase. Kind major point strategy population.,The Gateway Royale,Mumbai,India,5,19.076,72.8777,8.9,8.8,8.7,9.2,8.8,8.6,Male,Brazil,55+,Family,2024-11-18
22659,402,13,2025-10-07,8.8,8.2,8.9,8.1,8.7,9.2,9.4,Baby manage hotel painting answer indicate. Per shake on. American truth any former our far sign under.,The Gateway Royale,Mumbai,India,5,19.076,72.8777,8.9,8.8,8.7,9.2,8.8,8.6,Male,United Kingdom,18-24,Solo,2025-02-21
22660,1710,23,2024-07-16,8.5,8.0,8.4,8.8,9.0,8.7,7.5,Pick stuff pressure present image tough. Common PM ever author six toward. Statement radio table beat much south find.,Tango Boutique,Buenos Aires,Argentina,5,-34.6037,-58.3816,8.9,8.8,8.7,9.0,8.8,8.7,Male,United States,25-34,Business,2023-11-09
22661,601,16,2024-07-14,8.9,8.7,9.4,8.8,9.0,9.2,8.0,"Commercial image seven great. Trade it cover network especially in.
Ever mission letter mouth wish. Something trip small check.",Han River Oasis,Seoul,South Korea,5,37.5665,126.978,9.3,9.4,9.1,8.9,9.3,8.5,Female,United Arab Emirates,35-44,Business,2024-07-07
22662,1117,17,2024-08-14,9.0,8.9,9.8,8.2,9.2,8.9,8.6,Book fly property author final pass personal teacher. Meeting miss political stand. Sit would where about rise test.,Kremlin Suites,Moscow,Russia,5,55.7558,37.6173,9.1,9.3,9.0,9.0,9.1,8.6,Female,Japan,45-54,Couple,2024-01-12
22663,596,19,2021-03-24,9.2,9.9,9.8,8.3,9.8,8.8,8.3,"Fly free we cause improve issue peace structure. Make officer bit particularly whom behind. Resource food would manage fund.
Other capital ok myself.",Gaudi's Retreat,Barcelona,Spain,5,41.3851,2.1734,9.2,9.1,8.9,9.7,9.0,8.8,Male,France,25-34,Couple,2022-10-13
22664,1567,9,2021-07-02,9.0,8.9,8.5,8.6,9.4,9.1,9.5,Ground everyone right development. Bad across probably. Service real consider memory interesting pick significant.,Berlin Mitte Elite,Berlin,Germany,5,52.52,13.405,9.3,9.2,9.0,9.1,9.1,8.7,Female,Canada,25-34,Solo,2023-11-30
22665,908,3,2022-01-25,8.9,8.2,9.1,9.3,9.8,8.8,7.4,Improve pick right hotel up goal. Quality anyone gas drive Democrat special. Own sometimes positive special.,L'Étoile Palace,Paris,France,5,48.8566,2.3522,8.8,9.4,8.7,9.6,9.3,8.1,Male,United Arab Emirates,18-24,Business,2023-11-17
22666,759,16,2022-06-25,9.0,8.7,8.7,8.9,8.5,10.0,8.8,"Sometimes easy others college scene medical.
Gun smile one we. Street order worry perhaps test.",Han River Oasis,Seoul,South Korea,5,37.5665,126.978,9.3,9.4,9.1,8.9,9.3,8.5,Female,United States,35-44,Solo,2023-01-11
22667,193,7,2021-01-27,9.1,9.5,9.2,8.7,9.6,8.9,8.7,Deal figure son institution run against. Morning computer recognize society.,Sydney Harbour Grand,Sydney,Australia,5,-33.8651,151.2099,8.9,9.0,8.5,9.8,8.9,8.4,Female,France,25-34,Family,2022-03-31
22668,371,1,2024-01-31,8.9,9.1,9.0,8.9,9.4,8.3,8.7,Story glass take financial. Talk learn financial ago skin edge manager.,The Azure Tower,New York,United States,5,40.758,-73.9855,9.1,8.8,8.9,9.5,8.6,8.0,Female,United States,55+,Family,2022-01-20
22669,1448,8,2024-07-02,8.8,9.6,8.7,8.6,8.8,8.7,8.6,"Point turn skin.
Return property them dream her lead main. Key cost media inside director.",Copacabana Lux,Rio de Janeiro,Brazil,5,-22.9068,-43.1729,9.0,8.7,8.6,9.5,8.8,8.6,Male,Argentina,25-34,Family,2024-10-15
22670,939,16,2025-04-11,9.0,9.2,9.2,8.9,9.3,8.8,8.3,Charge modern off forget that writer work. Program game throughout face soldier. Knowledge prepare throughout.,Han River Oasis,Seoul,South Korea,5,37.5665,126.978,9.3,9.4,9.1,8.9,9.3,8.5,Female,United Arab Emirates,35-44,Couple,2024-08-30
22671,874,5,2023-09-21,8.9,8.2,9.0,9.7,8.9,9.4,7.4,"Attack full between success report. Site community remain.
Actually marriage beyond with card. Individual break myself debate art they scene.",The Golden Oasis,Dubai,United Arab Emirates,5,25.2769,55.2962,9.3,9.5,9.6,8.9,9.4,8.5,Other,United Arab Emirates,25-34,Business,2024-09-18
22672,313,5,2023-09-27,9.3,9.7,9.8,9.6,8.9,9.0,8.7,Interview gas cold father feeling process blood. Involve big model question camera actually center.,The Golden Oasis,Dubai,United Arab Emirates,5,25.2769,55.2962,9.3,9.5,9.6,8.9,9.4,8.5,Male,Nigeria,25-34,Family,2020-08-10
22673,1948,11,2020-06-07,9.0,9.5,9.0,8.8,9.3,8.8,8.5,Factor home beautiful miss every real truth. Just determine trip result project road tough. Message fire leg want.,The Bund Palace,Shanghai,China,5,31.2304,121.4737,9.1,9.0,9.2,9.6,9.0,8.9,Male,France,25-34,Couple,2024-01-10
22674,1334,21,2021-08-15,8.9,9.2,9.1,8.5,9.2,8.9,8.1,Happen admit important their. Structure itself learn customer study officer court.,The Bosphorus Inn,Istanbul,Turkey,5,41.0082,28.9784,9.1,9.0,8.8,9.3,8.9,8.5,Female,Brazil,35-44,Couple,2023-01-15
22675,1087,13,2022-09-03,8.8,8.7,8.4,8.7,9.9,8.6,7.9,Last skin different treatment. Discover care capital knowledge which huge. Wall pretty tonight study treatment read. View be use cell identify.,The Gateway Royale,Mumbai,India,5,19.076,72.8777,8.9,8.8,8.7,9.2,8.8,8.6,Female,United States,55+,Business,2024-08-31
22676,1770,2,2021-01-26,8.8,8.4,9.2,8.3,9.1,9.2,8.3,Meeting notice party soldier thus between use. Between trouble machine human exactly by imagine. Situation anyone some people success coach why.,The Royal Compass,London,United Kingdom,5,51.5072,-0.1276,9.0,9.2,8.8,9.4,9.0,7.9,Male,France,35-44,Solo,2024-12-14
22677,1222,19,2025-02-11,9.1,9.3,8.9,8.9,8.9,9.1,9.2,"Instead hour investment opportunity. Fine once wide edge off.
Rather true quality break collection state while budget. People true who amount sell.",Gaudi's Retreat,Barcelona,Spain,5,41.3851,2.1734,9.2,9.1,8.9,9.7,9.0,8.8,Male,India,25-34,Family,2021-11-06
22678,1603,20,2024-04-17,9.2,9.6,9.1,9.2,8.8,9.4,9.1,Environment already floor century tax enjoy. Nice we stage project.,The Orchid Palace,Bangkok,Thailand,5,13.7563,100.5018,9.0,9.2,9.1,9.4,9.1,8.6,Male,Turkey,55+,Family,2024-09-05
22679,646,22,2024-12-20,8.9,8.2,8.9,8.7,9.6,9.2,8.2,I property defense across. The note perform star few perhaps. Many national each kitchen.,Canal House Grand,Amsterdam,Netherlands,5,52.3676,4.9041,9.4,9.1,9.0,9.6,9.2,8.9,Male,United States,18-24,Business,2024-03-15
22680,1659,21,2021-12-30,9.1,9.2,9.0,8.9,9.6,9.1,8.7,Clearly American current class.,The Bosphorus Inn,Istanbul,Turkey,5,41.0082,28.9784,9.1,9.0,8.8,9.3,8.9,8.5,Female,United Kingdom,35-44,Solo,2024-02-15
22681,104,2,2025-05-03,8.9,9.1,9.3,9.4,8.7,8.6,8.2,Performance himself goal style second run fish. Couple yourself draw visit need standard conference.,The Royal Compass,London,United Kingdom,5,51.5072,-0.1276,9.0,9.2,8.8,9.4,9.0,7.9,Male,China,25-34,Family,2023-08-18
22682,600,5,2020-07-06,9.1,8.9,9.5,9.4,9.3,9.4,7.3,Behavior study ahead type turn dream begin. Instead street check indicate. Prevent act thank simple nation true or firm.,The Golden Oasis,Dubai,United Arab Emirates,5,25.2769,55.2962,9.3,9.5,9.6,8.9,9.4,8.5,Male,United States,18-24,Business,2021-02-11
22683,949,14,2024-02-04,9.1,9.4,8.9,9.0,8.9,9.1,9.0,Voice however oil all he law explain. Feel administration health coach quickly. Board gun fact news report.,Colosseum Gardens,Rome,Italy,5,41.9028,12.4964,9.2,9.1,8.9,9.8,9.0,8.7,Male,United States,18-24,Family,2023-10-21
22684,1824,17,2025-04-10,8.8,9.3,9.4,8.4,8.9,8.3,8.3,"National week item travel ten seek present.
Short western herself theory live nothing media stop. Believe nor note rule.",Kremlin Suites,Moscow,Russia,5,55.7558,37.6173,9.1,9.3,9.0,9.0,9.1,8.6,Female,Netherlands,45-54,Couple,2022-05-01
22685,769,24,2021-03-24,8.4,7.7,8.4,8.2,9.0,8.7,8.0,Hair piece serve peace appear. Expect present impact store enough.,The Savannah House,Lagos,Nigeria,5,6.5244,3.3792,8.7,8.6,8.5,8.9,8.6,8.4,Female,South Korea,45-54,Business,2023-01-03
22686,1808,2,2025-04-19,8.9,8.2,9.2,8.9,9.7,9.2,8.1,More scene produce region. Series future project mother economy organization thing situation.,The Royal Compass,London,United Kingdom,5,51.5072,-0.1276,9.0,9.2,8.8,9.4,9.0,7.9,Female,Brazil,18-24,Solo,2021-11-19
22687,1769,8,2020-05-10,8.6,8.3,8.1,8.5,10.0,8.5,7.7,Air study hit spend again area. War audience cut thing power.,Copacabana Lux,Rio de Janeiro,Brazil,5,-22.9068,-43.1729,9.0,8.7,8.6,9.5,8.8,8.6,Male,China,35-44,Business,2025-04-21
22688,243,11,2024-05-30,9.3,9.7,9.8,8.9,9.8,8.5,8.7,Notice she many pick that.,The Bund Palace,Shanghai,China,5,31.2304,121.4737,9.1,9.0,9.2,9.6,9.0,8.9,Male,Spain,35-44,Couple,2024-02-09
22689,1638,4,2023-01-11,9.2,9.9,9.1,9.3,8.8,9.5,8.2,Another series vote shake dream. Consumer law media simply decade election.,Kyo-to Grand,Tokyo,Japan,5,35.6895,139.6917,9.6,9.0,9.3,8.5,9.5,8.2,Male,United States,25-34,Family,2020-12-17
22690,1467,11,2025-07-02,8.9,9.1,8.7,9.3,8.7,9.0,8.5,Available sing company ready good involve team record. Might test believe doctor dream. Team subject lose box spend pull happen.,The Bund Palace,Shanghai,China,5,31.2304,121.4737,9.1,9.0,9.2,9.6,9.0,8.9,Male,India,45-54,Family,2020-10-14
22691,1629,3,2025-08-09,9.0,9.1,9.2,9.1,9.4,9.0,8.4,Impact run determine. Cell reveal bar others cell.,L'Étoile Palace,Paris,France,5,48.8566,2.3522,8.8,9.4,8.7,9.6,9.3,8.1,Female,Japan,25-34,Family,2020-11-17
22692,1752,18,2022-04-07,8.6,8.8,8.5,8.2,9.2,9.1,7.5,Age local magazine miss be single sort space. Evening probably school eight war family. Region out ask can drug. Suffer write evening perform.,Nile Grandeur,Cairo,Egypt,5,30.0444,31.2357,8.8,8.7,8.6,9.1,8.7,8.4,Other,United States,18-24,Business,2025-04-09
22693,319,3,2020-12-10,9.0,8.7,9.5,9.0,9.5,8.7,8.4,View area option among second expert capital. Lay full will agency.,L'Étoile Palace,Paris,France,5,48.8566,2.3522,8.8,9.4,8.7,9.6,9.3,8.1,Female,China,45-54,Family,2024-12-26
22694,1333,25,2023-06-21,8.8,8.3,9.3,9.0,8.9,8.7,8.5,"Show that not surface. Decision grow seat word which.
Bar range deep different they. Physical stage involve.",The Kiwi Grand,Wellington,New Zealand,5,-41.2865,174.7762,9.3,9.2,9.1,9.0,9.1,8.8,Male,Mexico,55+,Business,2025-04-04
22695,970,10,2025-09-25,9.0,8.8,8.5,9.4,9.6,9.1,7.8,"Off street spend benefit. Program medical shake general yourself.
Thousand wall technology exactly. Cup various subject mean.",The Maple Grove,Toronto,Canada,5,43.6532,-79.3832,9.4,9.3,9.2,8.8,9.2,8.8,Male,Canada,35-44,Business,2024-04-16
22696,1860,24,2025-02-17,8.8,8.7,9.4,8.4,9.4,8.1,8.3,Man recent data door avoid change total. Coach state thank our. News whole determine large. First together community always together effect business.,The Savannah House,Lagos,Nigeria,5,6.5244,3.3792,8.7,8.6,8.5,8.9,8.6,8.4,Other,Turkey,45-54,Couple,2024-07-01
22697,881,3,2025-07-14,8.8,8.7,9.2,9.3,9.1,8.8,7.9,Ok professor training college. Myself out outside three service six news each. Man explain executive appear tax.,L'Étoile Palace,Paris,France,5,48.8566,2.3522,8.8,9.4,8.7,9.6,9.3,8.1,Female,United Kingdom,18-24,Family,2023-01-17
22698,522,25,2021-04-17,9.2,9.8,9.8,8.4,9.0,8.8,9.0,Student hold return either tough share will. Author find whole camera.,The Kiwi Grand,Wellington,New Zealand,5,-41.2865,174.7762,9.3,9.2,9.1,9.0,9.1,8.8,Male,Germany,25-34,Couple,2021-09-18
22699,1929,13,2023-01-15,8.7,9.2,8.7,7.9,9.3,8.4,8.1,Activity interesting mean national upon. Record season test travel. Pick beautiful radio. Security federal bag responsibility.,The Gateway Royale,Mumbai,India,5,19.076,72.8777,8.9,8.8,8.7,9.2,8.8,8.6,Male,China,35-44,Couple,2023-01-17
